comparison,left_environment_id,right_environment_id,perturbation_label,risk_left,risk_right,confidence_left,confidence_right,absolute_risk_change,response_program_shift,response_program_is_descriptive,risk_and_confidence_outcomes_used_for_evaluation_only,matching
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,IRF3,0.550916205576966,0.7488047882451219,0.8876173868153048,0.8068743910845498,0.1978885826681559,0.7583689002911853,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,IRF4,0.6987425345352041,0.8707569920482167,0.9795608309259004,0.9544932515986825,0.1720144575130126,0.9905251733661532,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,ISYNA1,0.8420824318813909,0.7150620037759758,0.9689296916769354,0.8349407006621874,0.12702042810541503,0.9686924076460709,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,ITGA3,0.5523907509024744,1.0577229291191959,0.8825201947242522,0.839264840297418,0.5053321782167215,0.9279465116532152,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,JAK1,0.6428837620379331,0.8675026741623338,0.8478923428976662,0.8289636080553254,0.22461891212440077,0.7191306569992504,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,JAK2,0.5779087070323351,0.781029497055115,0.9589925000483971,0.9527530396930661,0.20312079002277994,0.8533962567666263,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,JMJD7,0.6358783007719108,0.6317824436813433,0.9803188692676906,0.9568006262227441,0.0040958570905674785,1.0257065259323062,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,JPT1,0.8674460800804003,0.9929879411595116,0.729531878741188,0.7535223762106128,0.12554186107911136,0.898263956069474,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,KCNN4,0.6254373272850142,0.7829427795624695,0.8975387295850913,0.8471495702294597,0.15750545227745527,0.8321619946105987,1,1,exact_perturbation_label_intersection
frangieh_condition_oof,frangieh_melanoma_control,frangieh_melanoma_coculture,KDR,0.5908960488243096,0.7004968841188723,0.978969326752923,0.9347081780634432,0.10960083529456277,0.873562644723904,1,1,exact_perturbation_label_intersection
